1868;glass_bottle;Location(6146, 1420);200
1644;cig;Location(13739, 1395);200
1322;paper_bag;Location(7965, 2636);800
2465;cig;Location(12898, 2627);1000
575;cig;Location(1107, 2951);1400
1560;paper_bag;Location(15046, 4223);2800
2705;paper_bag;Location(9574, 4854);4000
557;paper_bag;Location(5983, 6251);5400
4548;cig;Location(12286, 5943);5400
173;paper_bag;Location(15501, 5804);5600
2540;paper_bag;Location(4358, 6679);6600
3616;paper_bag;Location(1800, 7263);6600
4964;paper_bag;Location(6280, 7801);7400
2115;paper_bag;Location(15782, 6327);7400
4373;cig;Location(10934, 8016);8000
4494;paper_bag;Location(9459, 8156);9800
217;paper_bag;Location(15841, 9660);11600
3109;paper_bag;Location(3479, 10907);12200
989;paper_bag;Location(10149, 10850);14400
4939;paper_bag;Location(8795, 10643);14600
865;paper_bag;Location(6815, 10293);14800
4980;cig;Location(5851, 14491);17400
4736;paper_bag;Location(15900, 14252);18200
3163;glass_bottle;Location(7155, 15347);18600
1272;paper_bag;Location(11021, 14149);19800
3301;paper_bag;Location(2166, 16880);23000
4754;paper_bag;Location(5521, 16884);23000
3330;cig;Location(9001, 18943);23200
3869;paper_bag;Location(2122, 17361);23200
4035;cig;Location(7063, 17630);23400
1869;paper_bag;Location(12777, 16709);24600
2309;paper_bag;Location(13561, 18294);24600
915;paper_bag;Location(8332, 18495);25200
1884;glass_bottle;Location(8092, 19062);25400
2992;cig;Location(14876, 19587);26400
4955;paper_bag;Location(3775, 17875);26400
4526;paper_bag;Location(6278, 18704);26800
991;paper_bag;Location(9926, 19917);26800
2334;cig;Location(16443, 22166);28200
1701;paper_bag;Location(4034, 20510);28400
2473;paper_bag;Location(16911, 19443);31800
3242;paper_bag;Location(6021, 24092);32000
1129;paper_bag;Location(17144, 19654);33000
4666;cig;Location(10917, 24416);34000
1619;cig;Location(8184, 30225);38400
153;paper_bag;Location(6486, 25899);39400
106;paper_bag;Location(4382, 32391);42000
20;paper_bag;Location(16746, 26601);43000
3255;paper_bag;Location(16841, 27059);43200
2810;paper_bag;Location(17066, 27119);43800
4887;glass_bottle;Location(12608, 31264);47400
4481;cig;Location(4569, 35030);48000
2645;paper_bag;Location(14964, 31394);50600
1303;paper_bag;Location(3846, 35880);51400
2490;paper_bag;Location(15438, 34895);52000
41;paper_bag;Location(16401, 34588);52800
2327;cig;Location(16828, 38360);56800
1527;paper_bag;Location(15641, 39272);57400
3185;cig;Location(9647, 43249);61000
612;paper_bag;Location(5913, 40129);62600
4500;paper_bag;Location(16023, 43892);63400
3171;cig;Location(4672, 40324);64000
2361;cig;Location(12635, 41837);64200
4297;paper_bag;Location(16769, 44850);64400
3707;paper_bag;Location(12412, 43294);65000
2727;paper_bag;Location(15424, 44247);65400
2841;paper_bag;Location(15561, 45130);65800
2502;cig;Location(15464, 46602);68200
4578;paper_bag;Location(12384, 44551);68400
2297;paper_bag;Location(16812, 48115);68600
2889;paper_bag;Location(2747, 40346);70600
4307;paper_bag;Location(6219, 46011);72000
3736;cig;Location(4964, 47404);73400
1543;paper_bag;Location(11536, 51267);73800
1786;paper_bag;Location(8492, 55561);78600
3635;glass_bottle;Location(6715, 54161);78600
2399;paper_bag;Location(7380, 50604);80200
705;paper_bag;Location(5410, 55960);80600
2503;paper_bag;Location(5190, 58423);82200
4014;cig;Location(12680, 53221);85800
2253;paper_bag;Location(14458, 53261);86800
1262;glass_bottle;Location(9086, 65945);92200
632;cig;Location(12200, 66652);93200
2147;paper_bag;Location(13146, 64287);93600
236;paper_bag;Location(10971, 58679);96000
4159;paper_bag;Location(13275, 68535);97200
2779;cig;Location(3068, 62701);98800
774;paper_bag;Location(7407, 70788);100800
301;paper_bag;Location(4252, 65195);102400
3599;paper_bag;Location(8368, 65516);102600
247;paper_bag;Location(9037, 66113);102800
1975;paper_bag;Location(7067, 73838);103200
418;paper_bag;Location(5299, 72867);103400
2813;cig;Location(13636, 69989);103400
4542;paper_bag;Location(12474, 69935);104200
4358;paper_bag;Location(5983, 67897);105000
4037;cig;Location(12610, 71827);105000
1449;paper_bag;Location(4086, 75387);105600
1174;paper_bag;Location(7251, 67747);106000
3566;glass_bottle;Location(4959, 69930);107200
1775;paper_bag;Location(3009, 78656);109200
3292;paper_bag;Location(12725, 73930);109200
1410;cig;Location(10312, 71695);111000
752;paper_bag;Location(10051, 72009);111200
664;glass_bottle;Location(2523, 68804);115000
4248;cig;Location(9243, 74456);115000
1577;paper_bag;Location(5237, 82296);115200
1969;paper_bag;Location(5657, 84740);117200
4228;paper_bag;Location(7581, 83451);117600
4884;paper_bag;Location(16341, 72858);118200
1805;paper_bag;Location(16502, 72692);118800
760;glass_bottle;Location(8436, 76758);119000
3831;paper_bag;Location(8264, 85768);119400
3820;cig;Location(6768, 87391);120000
358;paper_bag;Location(8523, 78056);120200
4785;cig;Location(7906, 88688);123200
602;paper_bag;Location(1784, 69896);125400
787;cig;Location(8022, 90738);125800
1989;paper_bag;Location(7518, 79888);127800
2179;paper_bag;Location(16685, 83481);128800
2978;paper_bag;Location(13320, 76176);129000
3708;paper_bag;Location(7345, 80432);129400
4310;cig;Location(7901, 80455);129400
1895;cig;Location(16378, 84340);131000
3050;glass_bottle;Location(10125, 92382);131800
3777;paper_bag;Location(10056, 93425);132400
4711;cig;Location(9958, 80008);132400
3723;paper_bag;Location(9933, 80882);133400
2757;cig;Location(16178, 80795);135000
3341;paper_bag;Location(15214, 80401);135000
4892;paper_bag;Location(9489, 83240);136000
3209;paper_bag;Location(15370, 87512);136200
3945;glass_bottle;Location(15717, 88072);137200
1876;paper_bag;Location(12422, 97110);137200
4795;cig;Location(9770, 84624);138200
2673;paper_bag;Location(14780, 99332);139800
2365;cig;Location(12059, 78258);141200
4275;cig;Location(12878, 81433);145800
1520;cig;Location(13314, 79743);146000
1874;paper_bag;Location(15666, 90891);146400
3470;paper_bag;Location(16385, 89852);150000
2471;paper_bag;Location(13494, 107255);150800
3178;paper_bag;Location(14859, 108005);150800
3314;paper_bag;Location(12389, 109660);153000
4793;glass_bottle;Location(13247, 98882);153800
3415;glass_bottle;Location(11843, 110698);154200
1249;cig;Location(9840, 112043);155800
4115;paper_bag;Location(8866, 111001);155800
2220;paper_bag;Location(8120, 110372);156800
297;paper_bag;Location(7776, 110806);157000
4555;paper_bag;Location(12976, 101008);158400
4419;paper_bag;Location(14825, 102085);159000
2010;glass_bottle;Location(8281, 113814);161000
3406;paper_bag;Location(9152, 97882);161600
1226;glass_bottle;Location(6093, 116976);164200
2090;paper_bag;Location(5312, 118300);165400
2207;paper_bag;Location(2616, 117682);166800
3081;cig;Location(16583, 109140);170000
3973;paper_bag;Location(2295, 123725);173400
411;paper_bag;Location(6304, 94426);173800
1484;paper_bag;Location(6219, 93823);173800
2249;paper_bag;Location(1256, 127502);176800
525;paper_bag;Location(5605, 127572);179400
45;paper_bag;Location(6045, 128557);180200
2859;paper_bag;Location(5851, 112524);181800
3575;paper_bag;Location(4408, 111384);184000
2905;cig;Location(2437, 101129);187600
3666;paper_bag;Location(10555, 136422);187800
3741;cig;Location(13004, 136460);189000
1261;paper_bag;Location(3729, 100904);189000
4801;paper_bag;Location(13902, 134928);190000
287;paper_bag;Location(2581, 103119);190800
685;paper_bag;Location(4226, 121961);193400
3563;cig;Location(1566, 116376);194400
4322;paper_bag;Location(13821, 112440);194600
3098;paper_bag;Location(5240, 123440);195400
1218;cig;Location(11943, 139727);195600
3374;paper_bag;Location(2595, 105646);196200
4179;cig;Location(4350, 124162);196600
2263;paper_bag;Location(12164, 139936);197000
3465;paper_bag;Location(11282, 140140);197000
730;cig;Location(1552, 106613);197200
1608;paper_bag;Location(10909, 141816);200200
